"Dataset","Reg","FF","Scr","GSR","Parcellation","xfm","nsub","nses","nscans","nroi","discr"
"ANT2764","SWU3","A","N","N","N","A","L",24,2,48,117,0.900815217391304
"ANT960","SWU3","A","N","N","N","C","N",24,2,48,201,0.959239130434783
"ANT1770","SWU3","A","N","N","N","C","P",24,2,48,201,0.98143115942029
"ANT2765","SWU3","A","N","N","N","C","L",24,2,48,201,0.933876811594203
"ANT961","SWU3","A","N","N","N","D","N",24,2,48,71,0.924365942028985
"ANT1771","SWU3","A","N","N","N","D","P",24,2,48,71,0.980525362318841
"ANT2766","SWU3","A","N","N","N","D","L",24,2,48,71,0.848278985507246
"ANT962","SWU3","A","N","N","N","H","N",24,2,48,112,0.918025362318841
"ANT1772","SWU3","A","N","N","N","H","P",24,2,48,112,0.979166666666667
"ANT2767","SWU3","A","N","N","N","H","L",24,2,48,112,0.938405797101449
"FSL931","SWU3","F","F","S","G","A","N",24,2,48,117,0.98143115942029
"FSL1741","SWU3","F","F","S","G","A","P",24,2,48,117,0.996376811594203
"FSL2736","SWU3","F","F","S","G","A","L",24,2,48,117,0.960144927536232
"FSL932","SWU3","F","F","S","G","C","N",24,2,48,201,0.999094202898551
"FSL1742","SWU3","F","F","S","G","C","P",24,2,48,201,1
"FSL2737","SWU3","F","F","S","G","C","L",24,2,48,201,1
"FSL933","SWU3","F","F","S","G","D","N",24,2,48,71,0.983242753623188
"FSL1743","SWU3","F","F","S","G","D","P",24,2,48,71,0.990036231884058
"FSL2738","SWU3","F","F","S","G","D","L",24,2,48,71,0.976902173913043
"FSL934","SWU3","F","F","S","G","H","N",24,2,48,112,0.99411231884058
"FSL1744","SWU3","F","F","S","G","H","P",24,2,48,112,0.998188405797101
"FSL2739","SWU3","F","F","S","G","H","L",24,2,48,112,0.998641304347826
"FSL935","SWU3","F","F","S","N","A","N",24,2,48,117,0.955163043478261
"FSL1745","SWU3","F","F","S","N","A","P",24,2,48,117,0.960144927536232
"FSL2740","SWU3","F","F","S","N","A","L",24,2,48,117,0.86231884057971
"FSL936","SWU3","F","F","S","N","C","N",24,2,48,201,0.967391304347826
"FSL1746","SWU3","F","F","S","N","C","P",24,2,48,201,0.983695652173913
"FSL2741","SWU3","F","F","S","N","C","L",24,2,48,201,0.939311594202899
"FSL937","SWU3","F","F","S","N","D","N",24,2,48,71,0.928894927536232
"FSL1747","SWU3","F","F","S","N","D","P",24,2,48,71,0.964673913043478
"FSL2742","SWU3","F","F","S","N","D","L",24,2,48,71,0.831974637681159
"FSL938","SWU3","F","F","S","N","H","N",24,2,48,112,0.94338768115942
"FSL1748","SWU3","F","F","S","N","H","P",24,2,48,112,0.979619565217391
"FSL2743","SWU3","F","F","S","N","H","L",24,2,48,112,0.945652173913043
"FSL939","SWU3","F","F","N","G","A","N",24,2,48,117,0.983695652173913
"FSL1749","SWU3","F","F","N","G","A","P",24,2,48,117,0.996376811594203
"FSL2744","SWU3","F","F","N","G","A","L",24,2,48,117,0.965579710144927
"FSL940","SWU3","F","F","N","G","C","N",24,2,48,201,0.999094202898551
"FSL1750","SWU3","F","F","N","G","C","P",24,2,48,201,1
"FSL2745","SWU3","F","F","N","G","C","L",24,2,48,201,1
"FSL941","SWU3","F","F","N","G","D","N",24,2,48,71,0.981884057971015
"FSL1751","SWU3","F","F","N","G","D","P",24,2,48,71,0.991847826086957
"FSL2746","SWU3","F","F","N","G","D","L",24,2,48,71,0.973731884057971
"FSL942","SWU3","F","F","N","G","H","N",24,2,48,112,0.994565217391304
"FSL1752","SWU3","F","F","N","G","H","P",24,2,48,112,0.998188405797101
"FSL2747","SWU3","F","F","N","G","H","L",24,2,48,112,0.998641304347826
"FSL943","SWU3","F","F","N","N","A","N",24,2,48,117,0.954710144927536
"FSL1753","SWU3","F","F","N","N","A","P",24,2,48,117,0.960144927536232
"FSL2748","SWU3","F","F","N","N","A","L",24,2,48,117,0.857789855072464
"FSL944","SWU3","F","F","N","N","C","N",24,2,48,201,0.968297101449275
"FSL1754","SWU3","F","F","N","N","C","P",24,2,48,201,0.983695652173913
"FSL2749","SWU3","F","F","N","N","C","L",24,2,48,201,0.9375
"FSL945","SWU3","F","F","N","N","D","N",24,2,48,71,0.931159420289855
"FSL1755","SWU3","F","F","N","N","D","P",24,2,48,71,0.967844202898551
"FSL2750","SWU3","F","F","N","N","D","L",24,2,48,71,0.830163043478261
"FSL946","SWU3","F","F","N","N","H","N",24,2,48,112,0.94338768115942
"FSL1756","SWU3","F","F","N","N","H","P",24,2,48,112,0.979166666666667
"FSL2751","SWU3","F","F","N","N","H","L",24,2,48,112,0.943840579710145
"FSL947","SWU3","F","N","S","G","A","N",24,2,48,117,0.977807971014493
"FSL1757","SWU3","F","N","S","G","A","P",24,2,48,117,0.998641304347826
"FSL2752","SWU3","F","N","S","G","A","L",24,2,48,117,0.964673913043478
"FSL948","SWU3","F","N","S","G","C","N",24,2,48,201,0.992753623188406
"FSL1758","SWU3","F","N","S","G","C","P",24,2,48,201,1
"FSL2753","SWU3","F","N","S","G","C","L",24,2,48,201,1
"FSL949","SWU3","F","N","S","G","D","N",24,2,48,71,0.968297101449275
"FSL1759","SWU3","F","N","S","G","D","P",24,2,48,71,0.990489130434783
"FSL2754","SWU3","F","N","S","G","D","L",24,2,48,71,0.956521739130435
"FSL950","SWU3","F","N","S","G","H","N",24,2,48,112,0.987771739130435
"FSL1760","SWU3","F","N","S","G","H","P",24,2,48,112,0.999547101449275
"FSL2755","SWU3","F","N","S","G","H","L",24,2,48,112,0.995923913043478
"FSL951","SWU3","F","N","S","N","A","N",24,2,48,117,0.942934782608696
"FSL1761","SWU3","F","N","S","N","A","P",24,2,48,117,0.959692028985507
"FSL2756","SWU3","F","N","S","N","A","L",24,2,48,117,0.874094202898551
"FSL952","SWU3","F","N","S","N","C","N",24,2,48,201,0.962409420289855
"FSL1762","SWU3","F","N","S","N","C","P",24,2,48,201,0.981884057971015
"FSL2757","SWU3","F","N","S","N","C","L",24,2,48,201,0.933876811594203
"FSL953","SWU3","F","N","S","N","D","N",24,2,48,71,0.93070652173913
"FSL1763","SWU3","F","N","S","N","D","P",24,2,48,71,0.976902173913043
"FSL2758","SWU3","F","N","S","N","D","L",24,2,48,71,0.831521739130435
"FSL954","SWU3","F","N","S","N","H","N",24,2,48,112,0.923007246376812
"FSL1764","SWU3","F","N","S","N","H","P",24,2,48,112,0.981884057971015
"FSL2759","SWU3","F","N","S","N","H","L",24,2,48,112,0.94338768115942
"FSL955","SWU3","F","N","N","G","A","N",24,2,48,117,0.976902173913043
"FSL1765","SWU3","F","N","N","G","A","P",24,2,48,117,0.998641304347826
"FSL2760","SWU3","F","N","N","G","A","L",24,2,48,117,0.969655797101449
"FSL956","SWU3","F","N","N","G","C","N",24,2,48,201,0.992753623188406
"FSL1766","SWU3","F","N","N","G","C","P",24,2,48,201,1
"FSL2761","SWU3","F","N","N","G","C","L",24,2,48,201,0.999547101449275
"FSL957","SWU3","F","N","N","G","D","N",24,2,48,71,0.966938405797101
"FSL1767","SWU3","F","N","N","G","D","P",24,2,48,71,0.990942028985507
"FSL2762","SWU3","F","N","N","G","D","L",24,2,48,71,0.956521739130435
"FSL958","SWU3","F","N","N","G","H","N",24,2,48,112,0.987771739130435
"FSL1768","SWU3","F","N","N","G","H","P",24,2,48,112,0.999547101449275
"FSL2763","SWU3","F","N","N","G","H","L",24,2,48,112,0.996829710144927
"FSL959","SWU3","F","N","N","N","A","N",24,2,48,117,0.94338768115942
"FSL1769","SWU3","F","N","N","N","A","P",24,2,48,117,0.960597826086957
"FSL2764","SWU3","F","N","N","N","A","L",24,2,48,117,0.873188405797101
"FSL960","SWU3","F","N","N","N","C","N",24,2,48,201,0.96286231884058
"FSL1770","SWU3","F","N","N","N","C","P",24,2,48,201,0.982336956521739
"FSL2765","SWU3","F","N","N","N","C","L",24,2,48,201,0.93070652173913
"FSL961","SWU3","F","N","N","N","D","N",24,2,48,71,0.932971014492754
"FSL1771","SWU3","F","N","N","N","D","P",24,2,48,71,0.978260869565217
"FSL2766","SWU3","F","N","N","N","D","L",24,2,48,71,0.839221014492754
"FSL962","SWU3","F","N","N","N","H","N",24,2,48,112,0.923007246376812
"FSL1772","SWU3","F","N","N","N","H","P",24,2,48,112,0.98143115942029
"FSL2767","SWU3","F","N","N","N","H","L",24,2,48,112,0.939311594202899
"ANT963","SWU4","A","F","S","G","A","N",235,2,467,117,0.899345984475295
"ANT1773","SWU4","A","F","S","G","A","P",235,2,467,117,0.923276795044036
"ANT2768","SWU4","A","F","S","G","A","L",235,2,467,117,0.865423010897149
"ANT964","SWU4","A","F","S","G","C","N",235,2,467,201,0.950431034482759
"ANT1774","SWU4","A","F","S","G","C","P",235,2,467,201,0.961883303478131
"ANT2769","SWU4","A","F","S","G","C","L",235,2,467,201,0.951690550828482
"ANT965","SWU4","A","F","S","G","D","N",235,2,467,71,0.883135542618301
"ANT1775","SWU4","A","F","S","G","D","P",235,2,467,71,0.903730967308554
"ANT2770","SWU4","A","F","S","G","D","L",235,2,467,71,0.852715890431408
"ANT966","SWU4","A","F","S","G","H","N",235,2,467,112,0.92845947156292
"ANT1776","SWU4","A","F","S","G","H","P",235,2,467,112,0.94271999552172
"ANT2771","SWU4","A","F","S","G","H","L",235,2,467,112,0.889433124346917
"ANT967","SWU4","A","F","S","N","A","N",235,2,467,117,0.832498320644872
"ANT1777","SWU4","A","F","S","N","A","P",235,2,467,117,0.905615576951784
"ANT2772","SWU4","A","F","S","N","A","L",235,2,467,117,0.74771421107628
"ANT968","SWU4","A","F","S","N","C","N",235,2,467,201,0.895180250783699
"ANT1778","SWU4","A","F","S","N","C","P",235,2,467,201,0.960516494999254
"ANT2773","SWU4","A","F","S","N","C","L",235,2,467,201,0.855155620241827
"ANT969","SWU4","A","F","S","N","D","N",235,2,467,71,0.796476153157188
"ANT1779","SWU4","A","F","S","N","D","P",235,2,467,71,0.906632519779072
"ANT2774","SWU4","A","F","S","N","D","L",235,2,467,71,0.72600854605165
"ANT970","SWU4","A","F","S","N","H","N",235,2,467,112,0.847057396626362
"ANT1780","SWU4","A","F","S","N","H","P",235,2,467,112,0.933847402597403
"ANT2775","SWU4","A","F","S","N","H","L",235,2,467,112,0.830529743245261
"ANT971","SWU4","A","F","N","G","A","N",235,2,467,117,0.898231079265562
"ANT1781","SWU4","A","F","N","G","A","P",235,2,467,117,0.922423122854157
"ANT2776","SWU4","A","F","N","G","A","L",235,2,467,117,0.860786124794745
"ANT972","SWU4","A","F","N","G","C","N",235,2,467,201,0.949241491267353
"ANT1782","SWU4","A","F","N","G","C","P",235,2,467,201,0.960693760262726
"ANT2777","SWU4","A","F","N","G","C","L",235,2,467,201,0.948313181071802
"ANT973","SWU4","A","F","N","G","D","N",235,2,467,71,0.88091039707419
"ANT1783","SWU4","A","F","N","G","D","P",235,2,467,71,0.902550753843857
"ANT2778","SWU4","A","F","N","G","D","L",235,2,467,71,0.85134908195253
"ANT974","SWU4","A","F","N","G","H","N",235,2,467,112,0.926840759814898
"ANT1784","SWU4","A","F","N","G","H","P",235,2,467,112,0.941446484549933
"ANT2779","SWU4","A","F","N","G","H","L",235,2,467,112,0.887030713539334
"ANT975","SWU4","A","F","N","N","A","N",235,2,467,117,0.831150171667413
"ANT1785","SWU4","A","F","N","N","A","P",235,2,467,117,0.904043513957307
"ANT2780","SWU4","A","F","N","N","A","L",235,2,467,117,0.747019144648455
"ANT976","SWU4","A","F","N","N","C","N",235,2,467,201,0.894051350947903
"ANT1786","SWU4","A","F","N","N","C","P",235,2,467,201,0.959998693834901
"ANT2781","SWU4","A","F","N","N","C","L",235,2,467,201,0.85308908045977
"ANT977","SWU4","A","F","N","N","D","N",235,2,467,71,0.795543178086281
"ANT1787","SWU4","A","F","N","N","D","P",235,2,467,71,0.90694040155247
"ANT2782","SWU4","A","F","N","N","D","L",235,2,467,71,0.727375354530527
"ANT978","SWU4","A","F","N","N","H","N",235,2,467,112,0.845947156291984
"ANT1788","SWU4","A","F","N","N","H","P",235,2,467,112,0.932116733840872
"ANT2783","SWU4","A","F","N","N","H","L",235,2,467,112,0.828379235706822
"ANT979","SWU4","A","N","S","G","A","N",235,2,467,117,0.903605015673981
"ANT1789","SWU4","A","N","S","G","A","P",235,2,467,117,0.931211748022093
"ANT2784","SWU4","A","N","S","G","A","L",235,2,467,117,0.871935176892073
"ANT980","SWU4","A","N","S","G","C","N",235,2,467,201,0.948747014479773
"ANT1790","SWU4","A","N","S","G","C","P",235,2,467,201,0.961080944917152
"ANT2785","SWU4","A","N","S","G","C","L",235,2,467,201,0.955114569338707
"ANT981","SWU4","A","N","S","G","D","N",235,2,467,71,0.885999776085983
"ANT1791","SWU4","A","N","S","G","D","P",235,2,467,71,0.91822473503508
"ANT2786","SWU4","A","N","S","G","D","L",235,2,467,71,0.872303702045081
"ANT982","SWU4","A","N","S","G","H","N",235,2,467,112,0.924960815047022
"ANT1792","SWU4","A","N","S","G","H","P",235,2,467,112,0.944562621286759
"ANT2787","SWU4","A","N","S","G","H","L",235,2,467,112,0.899089416330796
"ANT983","SWU4","A","N","S","N","A","N",235,2,467,117,0.834751455441111
"ANT1793","SWU4","A","N","S","N","A","P",235,2,467,117,0.913807098074339
"ANT2788","SWU4","A","N","S","N","A","L",235,2,467,117,0.764922936259143
"ANT984","SWU4","A","N","S","N","C","N",235,2,467,201,0.890809262576504
"ANT1794","SWU4","A","N","S","N","C","P",235,2,467,201,0.968288177339901
"ANT2789","SWU4","A","N","S","N","C","L",235,2,467,201,0.860963390058218
"ANT985","SWU4","A","N","S","N","D","N",235,2,467,71,0.800161404687267
"ANT1795","SWU4","A","N","S","N","D","P",235,2,467,71,0.923314114046873
"ANT2790","SWU4","A","N","S","N","D","L",235,2,467,71,0.741262688460964
"ANT986","SWU4","A","N","S","N","H","N",235,2,467,112,0.839271719659651
"ANT1796","SWU4","A","N","S","N","H","P",235,2,467,112,0.941973615464995
"ANT2791","SWU4","A","N","S","N","H","L",235,2,467,112,0.832241752500373
"ANT987","SWU4","A","N","N","G","A","N",235,2,467,117,0.90475723988655
"ANT1797","SWU4","A","N","N","G","A","P",235,2,467,117,0.930316091954023
"ANT2792","SWU4","A","N","N","G","A","L",235,2,467,117,0.869126921928646
"ANT988","SWU4","A","N","N","G","C","N",235,2,467,201,0.947104978354978
"ANT1798","SWU4","A","N","N","G","C","P",235,2,467,201,0.959373600537394
"ANT2793","SWU4","A","N","N","G","C","L",235,2,467,201,0.953831728616211
"ANT989","SWU4","A","N","N","G","D","N",235,2,467,71,0.885066801015077
"ANT1799","SWU4","A","N","N","G","D","P",235,2,467,71,0.916106881624123
"ANT2794","SWU4","A","N","N","G","D","L",235,2,467,71,0.870106545753097
"ANT990","SWU4","A","N","N","G","H","N",235,2,467,112,0.923323443797582
"ANT1800","SWU4","A","N","N","G","H","P",235,2,467,112,0.942393454246903
"ANT2795","SWU4","A","N","N","G","H","L",235,2,467,112,0.895058964024481
"ANT991","SWU4","A","N","N","N","A","N",235,2,467,117,0.834294297656367
"ANT1801","SWU4","A","N","N","N","A","P",235,2,467,117,0.912085759068518
"ANT2796","SWU4","A","N","N","N","A","L",235,2,467,117,0.761116397969846
"ANT992","SWU4","A","N","N","N","C","N",235,2,467,201,0.890081542021197
"ANT1802","SWU4","A","N","N","N","C","P",235,2,467,201,0.967028660994178
"ANT2797","SWU4","A","N","N","N","C","L",235,2,467,201,0.858215778474399
"ANT993","SWU4","A","N","N","N","D","N",235,2,467,71,0.800347999701448
"ANT1803","SWU4","A","N","N","N","D","P",235,2,467,71,0.922731004627556
"ANT2798","SWU4","A","N","N","N","D","L",235,2,467,71,0.738417114494701
"ANT994","SWU4","A","N","N","N","H","N",235,2,467,112,0.838562658605762
"ANT1804","SWU4","A","N","N","N","H","P",235,2,467,112,0.939846432303329
"ANT2799","SWU4","A","N","N","N","H","L",235,2,467,112,0.830091244961935
"FSL963","SWU4","F","F","S","G","A","N",235,2,467,117,0.900451559934319
"FSL1773","SWU4","F","F","S","G","A","P",235,2,467,117,0.92294092401851
"FSL2768","SWU4","F","F","S","G","A","L",235,2,467,117,0.852561949544708
"FSL964","SWU4","F","F","S","G","C","N",235,2,467,201,0.952600201522615
"FSL1774","SWU4","F","F","S","G","C","P",235,2,467,201,0.96273697566801
"FSL2769","SWU4","F","F","S","G","C","L",235,2,467,201,0.946260635915808
"FSL965","SWU4","F","F","S","G","D","N",235,2,467,71,0.888836020301538
"FSL1775","SWU4","F","F","S","G","D","P",235,2,467,71,0.907682116733841
"FSL2770","SWU4","F","F","S","G","D","L",235,2,467,71,0.862222906403941
"FSL966","SWU4","F","F","S","G","H","N",235,2,467,112,0.93273249738767
"FSL1776","SWU4","F","F","S","G","H","P",235,2,467,112,0.943023212419764
"FSL2771","SWU4","F","F","S","G","H","L",235,2,467,112,0.83395842663084
"FSL967","SWU4","F","F","S","N","A","N",235,2,467,117,0.830142558590834
"FSL1777","SWU4","F","F","S","N","A","P",235,2,467,117,0.905816166592029
"FSL2772","SWU4","F","F","S","N","A","L",235,2,467,117,0.740348372891476
"FSL968","SWU4","F","F","S","N","C","N",235,2,467,201,0.897167487684729
"FSL1778","SWU4","F","F","S","N","C","P",235,2,467,201,0.962018584863412
"FSL2773","SWU4","F","F","S","N","C","L",235,2,467,201,0.85050473951336
"FSL969","SWU4","F","F","S","N","D","N",235,2,467,71,0.798719958202717
"FSL1779","SWU4","F","F","S","N","D","P",235,2,467,71,0.910219808926706
"FSL2774","SWU4","F","F","S","N","D","L",235,2,467,71,0.725262165994925
"FSL970","SWU4","F","F","S","N","H","N",235,2,467,112,0.846679541722645
"FSL1780","SWU4","F","F","S","N","H","P",235,2,467,112,0.932293999104344
"FSL2775","SWU4","F","F","S","N","H","L",235,2,467,112,0.770539446185998
"FSL971","SWU4","F","F","N","G","A","N",235,2,467,117,0.899220032840722
"FSL1781","SWU4","F","F","N","G","A","P",235,2,467,117,0.921802694432005
"FSL2776","SWU4","F","F","N","G","A","L",235,2,467,117,0.850229511867443
"FSL972","SWU4","F","F","N","G","C","N",235,2,467,201,0.951928459471563
"FSL1782","SWU4","F","F","N","G","C","P",235,2,467,201,0.961580086580087
"FSL2777","SWU4","F","F","N","G","C","L",235,2,467,201,0.946377257799672
"FSL973","SWU4","F","F","N","G","D","N",235,2,467,71,0.88737591431557
"FSL1783","SWU4","F","F","N","G","D","P",235,2,467,71,0.90754683534856
"FSL2778","SWU4","F","F","N","G","D","L",235,2,467,71,0.86044092401851
"FSL974","SWU4","F","F","N","G","H","N",235,2,467,112,0.931412337662338
"FSL1784","SWU4","F","F","N","G","H","P",235,2,467,112,0.942598708762502
"FSL2779","SWU4","F","F","N","G","H","L",235,2,467,112,0.833496603970742
"FSL975","SWU4","F","F","N","N","A","N",235,2,467,117,0.828435214211076
"FSL1785","SWU4","F","F","N","N","A","P",235,2,467,117,0.904402709359606
"FSL2780","SWU4","F","F","N","N","A","L",235,2,467,117,0.737241565905359
"FSL976","SWU4","F","F","N","N","C","N",235,2,467,201,0.897475369458128
"FSL1786","SWU4","F","F","N","N","C","P",235,2,467,201,0.961822660098522
"FSL2781","SWU4","F","F","N","N","C","L",235,2,467,201,0.848960665771011
"FSL977","SWU4","F","F","N","N","D","N",235,2,467,71,0.798500709061054
"FSL1787","SWU4","F","F","N","N","D","P",235,2,467,71,0.910662972085386
"FSL2782","SWU4","F","F","N","N","D","L",235,2,467,71,0.725686669652187
"FSL978","SWU4","F","F","N","N","H","N",235,2,467,112,0.846171070309001
"FSL1788","SWU4","F","F","N","N","H","P",235,2,467,112,0.930707941483804
"FSL2783","SWU4","F","F","N","N","H","L",235,2,467,112,0.769237945962084
"FSL979","SWU4","F","N","S","G","A","N",235,2,467,117,0.903553702045081
"FSL1789","SWU4","F","N","S","G","A","P",235,2,467,117,0.932037430959845
"FSL2784","SWU4","F","N","S","G","A","L",235,2,467,117,0.869915285863562
"FSL980","SWU4","F","N","S","G","C","N",235,2,467,201,0.951569264069264
"FSL1790","SWU4","F","N","S","G","C","P",235,2,467,201,0.962965554560382
"FSL2785","SWU4","F","N","S","G","C","L",235,2,467,201,0.953313927451859
"FSL981","SWU4","F","N","S","G","D","N",235,2,467,71,0.889675697865353
"FSL1791","SWU4","F","N","S","G","D","P",235,2,467,71,0.919530900134348
"FSL2786","SWU4","F","N","S","G","D","L",235,2,467,71,0.870549708911778
"FSL982","SWU4","F","N","S","G","H","N",235,2,467,112,0.927815718763995
"FSL1792","SWU4","F","N","S","G","H","P",235,2,467,112,0.941763696074041
"FSL2787","SWU4","F","N","S","G","H","L",235,2,467,112,0.839738207195104
"FSL983","SWU4","F","N","S","N","A","N",235,2,467,117,0.831066203911031
"FSL1793","SWU4","F","N","S","N","A","P",235,2,467,117,0.916130206000896
"FSL2788","SWU4","F","N","S","N","A","L",235,2,467,117,0.754608896850276
"FSL984","SWU4","F","N","S","N","C","N",235,2,467,201,0.893216338259442
"FSL1794","SWU4","F","N","S","N","C","P",235,2,467,201,0.969836915957606
"FSL2789","SWU4","F","N","S","N","C","L",235,2,467,201,0.856788326615913
"FSL985","SWU4","F","N","S","N","D","N",235,2,467,71,0.797973578145992
"FSL1795","SWU4","F","N","S","N","D","P",235,2,467,71,0.9233934169279
"FSL2790","SWU4","F","N","S","N","D","L",235,2,467,71,0.737068965517241
"FSL986","SWU4","F","N","S","N","H","N",235,2,467,112,0.839192416778624
"FSL1796","SWU4","F","N","S","N","H","P",235,2,467,112,0.941077959396925
"FSL2791","SWU4","F","N","S","N","H","L",235,2,467,112,0.772246790565756
"FSL987","SWU4","F","N","N","G","A","N",235,2,467,117,0.903889573070608
"FSL1797","SWU4","F","N","N","G","A","P",235,2,467,117,0.930945850126885
"FSL2792","SWU4","F","N","N","G","A","L",235,2,467,117,0.870391103149724
"FSL988","SWU4","F","N","N","G","C","N",235,2,467,201,0.94947473503508
"FSL1798","SWU4","F","N","N","G","C","P",235,2,467,201,0.961183572174952
"FSL2793","SWU4","F","N","N","G","C","L",235,2,467,201,0.951051462904911
"FSL989","SWU4","F","N","N","G","D","N",235,2,467,71,0.888980631437528
"FSL1799","SWU4","F","N","N","G","D","P",235,2,467,71,0.917860874757427
"FSL2794","SWU4","F","N","N","G","D","L",235,2,467,71,0.866458613225855
"FSL990","SWU4","F","N","N","G","H","N",235,2,467,112,0.926938722197343
"FSL1800","SWU4","F","N","N","G","H","P",235,2,467,112,0.940284930586655
"FSL2795","SWU4","F","N","N","G","H","L",235,2,467,112,0.839420995670996
"FSL991","SWU4","F","N","N","N","A","N",235,2,467,117,0.830646365129124
"FSL1801","SWU4","F","N","N","N","A","P",235,2,467,117,0.915019965666517
"FSL2796","SWU4","F","N","N","N","A","L",235,2,467,117,0.752798925212718
"FSL992","SWU4","F","N","N","N","C","N",235,2,467,201,0.892152746678609
"FSL1802","SWU4","F","N","N","N","C","P",235,2,467,201,0.968666032243618
"FSL2797","SWU4","F","N","N","N","C","L",235,2,467,201,0.853578892371996
"FSL993","SWU4","F","N","N","N","D","N",235,2,467,71,0.797852291386774
"FSL1803","SWU4","F","N","N","N","D","P",235,2,467,71,0.922241192715331
"FSL2798","SWU4","F","N","N","N","D","L",235,2,467,71,0.733812882519779
"FSL994","SWU4","F","N","N","N","H","N",235,2,467,112,0.83848802060009
"FSL1804","SWU4","F","N","N","N","H","P",235,2,467,112,0.939431258396776
"FSL2799","SWU4","F","N","N","N","H","L",235,2,467,112,0.769783736378564
"ANT995","UM","A","F","S","G","A","N",80,2,159,117,0.842177864329763
"ANT1805","UM","A","F","S","G","A","P",80,2,159,117,0.907132424537488
"ANT2800","UM","A","F","S","G","A","L",80,2,159,117,0.905874716001298
"ANT996","UM","A","F","S","G","C","N",80,2,159,201,0.852117818889971
"ANT1806","UM","A","F","S","G","C","P",80,2,159,201,0.959875040571243
"ANT2801","UM","A","F","S","G","C","L",80,2,159,201,0.960929892891918
"ANT997","UM","A","F","S","G","D","N",80,2,159,71,0.850454397922752
"ANT1807","UM","A","F","S","G","D","P",80,2,159,71,0.919952937358001
"ANT2802","UM","A","F","S","G","D","L",80,2,159,71,0.88230282375852
"ANT998","UM","A","F","S","G","H","N",80,2,159,112,0.84367900032457
"ANT1808","UM","A","F","S","G","H","P",80,2,159,112,0.933909444985394
"ANT2803","UM","A","F","S","G","H","L",80,2,159,112,0.912244401168452
"ANT999","UM","A","F","S","N","A","N",80,2,159,117,0.827653359298929
"ANT1809","UM","A","F","S","N","A","P",80,2,159,117,0.866236611489776
"ANT2804","UM","A","F","S","N","A","L",80,2,159,117,0.751582278481013
"ANT1000","UM","A","F","S","N","C","N",80,2,159,201,0.865384615384615
"ANT1810","UM","A","F","S","N","C","P",80,2,159,201,0.929568321973385
"ANT2805","UM","A","F","S","N","C","L",80,2,159,201,0.802134047387212
"ANT1001","UM","A","F","S","N","D","N",80,2,159,71,0.821080817916261
"ANT1811","UM","A","F","S","N","D","P",80,2,159,71,0.902466731580656
"ANT2806","UM","A","F","S","N","D","L",80,2,159,71,0.721924699772801
"ANT1002","UM","A","F","S","N","H","N",80,2,159,112,0.844125283998702
"ANT1812","UM","A","F","S","N","H","P",80,2,159,112,0.90392729633236
"ANT2807","UM","A","F","S","N","H","L",80,2,159,112,0.815116845180136
"ANT1003","UM","A","F","N","G","A","N",80,2,159,117,0.896665043816943
"ANT1813","UM","A","F","N","G","A","P",80,2,159,117,0.953221356702369
"ANT2808","UM","A","F","N","G","A","L",80,2,159,117,0.931475170399221
"ANT1004","UM","A","F","N","G","C","N",80,2,159,201,0.907335280753002
"ANT1814","UM","A","F","N","G","C","P",80,2,159,201,0.976955533917559
"ANT2809","UM","A","F","N","G","C","L",80,2,159,201,0.979470950989938
"ANT1005","UM","A","F","N","G","D","N",80,2,159,71,0.901533592989289
"ANT1815","UM","A","F","N","G","D","P",80,2,159,71,0.953099642973061
"ANT2810","UM","A","F","N","G","D","L",80,2,159,71,0.904657578708212
"ANT1006","UM","A","F","N","G","H","N",80,2,159,112,0.900762739370334
"ANT1816","UM","A","F","N","G","H","P",80,2,159,112,0.963120740019474
"ANT2811","UM","A","F","N","G","H","L",80,2,159,112,0.920277507302824
"ANT1007","UM","A","F","N","N","A","N",80,2,159,117,0.875202856215514
"ANT1817","UM","A","F","N","N","A","P",80,2,159,117,0.906929568321973
"ANT2812","UM","A","F","N","N","A","L",80,2,159,117,0.79227523531321
"ANT1008","UM","A","F","N","N","C","N",80,2,159,201,0.910946121389159
"ANT1818","UM","A","F","N","N","C","P",80,2,159,201,0.963323596234989
"ANT2813","UM","A","F","N","N","C","L",80,2,159,201,0.848466407010711
"ANT1009","UM","A","F","N","N","D","N",80,2,159,71,0.864086335605323
"ANT1819","UM","A","F","N","N","D","P",80,2,159,71,0.942875689711133
"ANT2814","UM","A","F","N","N","D","L",80,2,159,71,0.759939954560208
"ANT1010","UM","A","F","N","N","H","N",80,2,159,112,0.89017364492048
"ANT1820","UM","A","F","N","N","H","P",80,2,159,112,0.942469977280104
"ANT2815","UM","A","F","N","N","H","L",80,2,159,112,0.844936708860759
"ANT1011","UM","A","N","S","G","A","N",80,2,159,117,0.945107108081792
"ANT1821","UM","A","N","S","G","A","P",80,2,159,117,0.973060694579682
"ANT2816","UM","A","N","S","G","A","L",80,2,159,117,0.96320188250568
"ANT1012","UM","A","N","S","G","C","N",80,2,159,201,0.953545926647193
"ANT1822","UM","A","N","S","G","C","P",80,2,159,201,0.984745212593314
"ANT2817","UM","A","N","S","G","C","L",80,2,159,201,0.989816617981175
"ANT1013","UM","A","N","S","G","D","N",80,2,159,71,0.941212268743914
"ANT1823","UM","A","N","S","G","D","P",80,2,159,71,0.967218435572866
"ANT2818","UM","A","N","S","G","D","L",80,2,159,71,0.9452288218111
